"Text","Reason","Label","Source of Data","Date"
"পাহাড়ে টাহাড়ে এজন্যই যাওয়া আমার ভাল্লাগে না","","negative","FC","2/12/2020"
"প্রপার জুতা ছাড়া এবং আপহিল হাটার কষ্ট সহ্য করতে না পারা মানুষেরাই বেশিরভাগ এখানে গিয়ে অসুস্থ হয়ে পড়ে।","","negative","FC","2/12/2020"
"এই ঝর্ণা তে যাওয়ার রাস্তা অনেক বেশি ভয়ংকর লাগছে 🙁","","negative","FC","2/12/2020"
"ঝর্নার এই রাস্তা টা অনেক খারাপ আমার অভিজ্ঞতা আছে কষ্টদায়ক বিসয়।","","negative","FC","2/12/2020"
"এই ঝর্ণার রাস্তাটা বিপজ্জনক কিছু জায়গায়।","","negative","FC","2/12/2020"
"এত কষ্ট করে যেয়ে ঝর্ণাটাও ভালো লাগে নাই। বর্ষা ছাড়া তেমন পানি থাকেনা এটাতে। না যাওয়াটাই ভালো","","negative","FC","2/12/2020"
"এখান থেকে উঠতে অবস্থা খারাপ হয়ে গেসিলো😑😑","","negative","FC","2/12/2020"
"এই ঝর্ণা দেখতে না যাওয়া ই ভাল। সবার অভিজ্ঞতাই খুব ই বাজে।","","negative","FC","2/12/2020"
"এই রাস্তা ধরে ১০ মিনিট হাঁটলেই এমন চমৎকার দৃশ্যের দেখা পাবেন। জায়গাটা এতটাই অসাধারণ যে ক্যামেরার চোখে দেখে আসলে তেমন ধারনা পাবেন না। যারা কক্সবাজারে ঘুরতে আসেন বা আসবেন সবার জন্যে রিকমেন্ডেশন রইলো।","","positive","FC","2/12/2020"
"একজন পর্যটক হিসেবে সব জায়গায় ঘুরেই আমার ভালো লেগেছে। কিন্তু সবচেয়ে বেশি উপভোগ করেছিলাম সেন্টমার্টিন।","","positive","FC","2/12/2020"
"সত্যি কথা বলতে কি কক্সবাজার আমার কাছে বরাবরই বিরক্তিকর ছিলো।","","negative","FC","2/12/2020"
"ইনানী বীচে মোটামুটি ভালো লেগেছিল বটে।","","neutral","FC","2/12/2020"
"সবাই যখন সকালের ঘুমে মগ্ন তখন আমি আর ড্রাইভার জেগে জেগে দেখছি। অপরূপ মোহনীয় এ সুন্দর্য।","","positive","FC","2/12/2020"
"একপাশে পাহাড় অপর পাশে সমুদ্র। সাথে সূর্যের নব হাসি। সত্যিই মনে হয়েছিল এটা হয়তো এক টুকরো স্বর্গের পথ।","","positive","FC","2/12/2020"
"কি নিষ্ঠুর! এই নীলের গভীরেই নাকি হারিয়ে গেছে শত শত শীশু বাচ্চার চিৎকার করা দেহ। এই সুন্দরের মাঝেই লুকিয়ে আছে ধর্ষিতা রোহিঙ্গা বোনদের বুকফাটা আর্তনাদ।","","negative","FC","2/12/2020"
"পৃথিবীর বুকে এক টুকরো ভালোবাসা যার নাম বাংলাদেশ 🇧🇩💚🇧🇩","","positive","FC","2/12/2020"
"মিয়ানমার সরকার এখন আমাদের ঘৃণার পাত্র তবে দেশটা কিন্তু সত্যিই সুন্দর 😍 ","","neutral","FC","2/12/2020"
"ওয়েলসের স্নোডোনিয়া ন্যাশনাল পার্ককে নিঃসন্দেহে যুক্তরাজ্যের সেরা সুন্দর জায়গার একটি হিসাবে বিবেচনা করা যায়।","","positive","FC","2/12/2020"
"স্নোডোনিয়া ন্যাশনাল পার্কের প্রতিটা মুহূর্ত খুবই উপভোগ করেছি।","","positive","FC","2/12/2020"
"আমার কাছে কুষ্টিয়ার একেবারে গাছ থেকে নামানো খেজুরের রসও এত ভালো লাগেনি কখনো।","","negative","FC","2/12/2020"
"যশোরের খাবার আমার কাছে চমৎকার লাগে।","","positive","FC","2/12/2020"
"চৌগাছার এক গ্রামে গিয়েছিলাম ভীষণ সুন্দর পথ ধরে। ওই গ্রাম্য পথটা এখনো চোখে ভাসে।","","positive","FC","2/12/2020"
"তারপর আমরা আবার রওনা হই থানছির উদ্দেশ্য! যেতে যেতে অনেক সুন্দর সুন্দর ভিউ দেখছি যা সত্যি অসাধারণ ছিলো!","","positive","FC","2/12/2020"
"আমরা আমিয়াখুমের উদ্দেশ্য ট্রেকিং শুরু করি! এই ট্রেকিং টা একটু কষ্টকর!","","negative","FC","2/12/2020"
" কি বলবো আর দেবতা পাড়ার কথা 😭 পুরো খাড়া পাহাড় এটা! উঠতে নামতে কি যে পেরা! ","","negative","FC","2/12/2020"
